,product_name,reviews,rating
91,20 Aldeas 2018,"Chocolate licorice plum blueberry coffee cedar dust smoky oak tobacco 
Powerful tannin, empty core",3.5
92,20 Aldeas 2018,oak vanilla plum blackberry @,3.5
93,20 Aldeas 2018,"Backlog from Philipson Prestigesmagning 28.10.21
3.3 stars
No notes taken ",3.5
94,20 Aldeas 2018,"Fruity black cherry, blackcurrant, oak, pepper",4.0
95,20 Aldeas 2018,"To be honest. Great wine to just enjoy with friends. Easy to drink. A bit of Oak, vanilla and pepper. ",4.0
96,20 Aldeas 2018,"3.9 enjoyed it, medium body, great nose, bit young not a long finish. I'll wait a year or two before opening the next one.",4.0
97,20 Aldeas 2018,"96/100 - What a surprise. This Castilla y León at a reasonable price made from 100% Tempranillo simply blew me away. There are pronounced intense aromas of cherry, blackberry, blackcurrant, fig, sultana, eucalyptus, white pepper, mint, vanilla, caramel, hazelnut, resin, coconut and oak. Very well structured. The vanilla/oak aroma is just right, not as exaggerated as in some other Spanish wines. Beautifully balanced and the freshness completes the wine to perfection. Clearly a masterpiece.
",5.0
98,20 Aldeas 2018,"Wonderful, smooth young tempranillo. Oak, vanilla, leather, honey, tobacco, and some fresh red fruit. Lovely, and a cracker for the price! ",5.0
99,20 Aldeas 2018,tobacco pepper vanilla oak black fruit ,3.5
100,60 Sessantanni Old Vines Primitivo di Manduria,"Zinfandel wine. Ripe, rich, concentrated wine. Taste of raisins, prunes, jam, cinnamon. Spicy. Pungent tannins. Oak bottled. 

Good with meat, game.",4.5
101,60 Sessantanni Old Vines Primitivo di Manduria,"Very nice Italian red with great notes of vanilla and plum. Hints of tobacco and chocolate to round it of.

Very nice for christmas!",4.5
102,60 Sessantanni Old Vines Primitivo di Manduria,"Chocolate, blackberry, cherry!
This was an exceptional wine that went very well with a steak in one of the top restauraunts in Estonia.",4.7
103,60 Sessantanni Old Vines Primitivo di Manduria,Powerful. Balanced. Great body. Strong raspberry flavor. Super and really deserves to be regarded as an Italia top wine within its price range.,4.5
104,60 Sessantanni Old Vines Primitivo di Manduria,"Exceptional. Perfectly balanced. Lush, ripe fruit (cherry, pomegranate) and moderate tannins. Deep red color, velvet texture. Wonderful.",4.5
105,60 Sessantanni Old Vines Primitivo di Manduria,"Very pleasant Italian, sun coming through strong. The kind of wine that warms you up and makes you want to take a long night stroll.",4.5
106,60 Sessantanni Old Vines Primitivo di Manduria,"Very intense and elegant Primitivo 🤩🍷🍇🇮🇹 from Cantine San Marzano, Vini Farnese winery.

Beautiful deep ruby colour, complex in the nose, fruity fragrance with hints of plum, cherry jam, spicy and tobacco. It has full body, soft and rich tannins, velvet texture, pleasant sweetness, delicious long finish with notes of cocoa, coffee and vanilla.

Fabulous wine, complete, for sure one of my favorite Primitivo 🌟🥰 pairs very well with 🥩, 🧀, 🍝, 🍕, 🍫 ... 😋

Salute dear Vivino friends 🥂💫🍷
& 
Happy weekend 🎊🤗",4.5
107,60 Sessantanni Old Vines Primitivo di Manduria,"This wine is intense in every way, the color is almost black with ruby hues. 
On the palate you find a definite scent of cherries, plums, followed by some notes of wood, minerals and tobacco. 
The wine is soft and full of flavor with an incredible depth.
You don't go wrong with this wine: Maybe 92p, maybe more!",4.5
108,60 Sessantanni Old Vines Primitivo di Manduria,"What a marvelous wine! Notes of pepper and ripe red cherries. Jam and cherries on the palate, beautifully balanced with a delicate oak, light tannins and medium acidity. Medium bodied with a long finish.",4.5
109,60 Sessantanni Old Vines Primitivo di Manduria,"🇮🇹 Very intense and elegant ruby ​​red color! Complex bouquet, fruity with notes of plum, cherry jam to which a slight spiciness and notes of tobacco are added. Full-bodied wine, soft and rich in noble tannins, with a finish that gives notes of cocoa, coffee and vanilla!👌 Great Primitivo!🌟🌟🌟🎉🎊 Salute! 🍷🍷🍷",4.6
110,60 Sessantanni Old Vines Primitivo di Manduria,"Wow, Christmas wine 2018. What a wine!! Spicy, pepper, lot of red fruit and dark fruit. This is the real deal! Date will stay the first night, second night, whole week and even the whole of 2019. In fact: marriage will happen! Pure joy this is. Merry Xmas everybody. And merry marriage.",4.5
111,60 Sessantanni Old Vines Primitivo di Manduria,"2016 vintage. 4.6 pts. Wow! Now that's what I'm looking for in a Primitivo 😍 Still a bit young, but the flavors it packs are just amazing. Blackberry, plum, cherry, jam, chocolate, leather. Beautiful finish. Strongly recommended. I will definitely come back for more! 👌😁",4.5
112,60 Sessantanni Old Vines Primitivo di Manduria,"Amazing primitivo 😍 Beautiful color with nice legs. The tannins,acidity and alcohol level is perfectly balanced. The main tastes are cherry, butter,chalk ..
And great very long aftertaste. Trust me, worth a try 😉",4.5
113,60 Sessantanni Old Vines Primitivo di Manduria,"Primitivo that taste like best of Dingac. Also with dark bluenerry jam, low acidity with long finish.",4.5
114,60 Sessantanni Old Vines Primitivo di Manduria,Drinking it again after two years I’m enjoying it a lot. Probably got used to it. It’s very popular in Germany.,4.5
115,60 Sessantanni Old Vines Primitivo di Manduria,"Amazing wine!
Vanilla, jam and chocolate!
Plum and cherry, blackberry and blueberry marmalade.
Great primitivo!
",4.5
116,60 Sessantanni Old Vines Primitivo di Manduria,"Delicious, full bodied, red berries, oak",4.5
117,60 Sessantanni Old Vines Primitivo di Manduria,Strong fruity long lasting taste 🍒 ,4.5
118,60 Sessantanni Old Vines Primitivo di Manduria,"Wineshop24.de € 18,50",4.5
119,60 Sessantanni Old Vines Primitivo di Manduria,"Simply amazing! Spicy on the nose, increadible complex taste!",4.5
120,60 Sessantanni Old Vines Primitivo di Manduria,"Fruity, cherry, strawberry, vanilla, very smooth, alcoholic, great!!!",4.5
121,60 Sessantanni Old Vines Primitivo di Manduria,Great. Let it open up.,4.5
122,60 Sessantanni Old Vines Primitivo di Manduria,"Deep red, nice long legs,  vanilla cherry oak raspberry red fruit",4.5
123,60 Sessantanni Old Vines Primitivo di Manduria,Very nice wine. Paired with a Montecristo 2019 limited edition cigar. Strong situation.,4.5
124,60 Sessantanni Old Vines Primitivo di Manduria,"Wonderful Primitivo, fruity with complex woody flavors and a long finish.",4.5
125,60 Sessantanni Old Vines Primitivo di Manduria,Amazing interpretation of Primitivo,4.5
126,60 Sessantanni Old Vines Primitivo di Manduria,"Cool! Thick and full bodied, not too tannic.",4.5
127,60 Sessantanni Old Vines Primitivo di Manduria,"Remarkable. A very floral nose, full of fig and cherry. The palate is almost like a fruit punch, with raisin, fig, and baked apples. A rather short finish. A great balance of bitterness and sweetness. ",4.5
128,60 Sessantanni Old Vines Primitivo di Manduria,vanilla vanilla plum cherry. This one is certainly one of my all time favorites. ,4.5
129,60 Sessantanni Old Vines Primitivo di Manduria,"Tried on a blind taste and got really surprised when I saw it was a Primitivo. Not a big fan, but this one turned out to be very good showing good complexity and structure. Soft medium plus tannins and good acidity.  ",4.5
130,60 Sessantanni Old Vines Primitivo di Manduria,"Simply outstanding, plenty of fruit and plenty of character in this wine. One of my favourites for drinking in groups. Hints of vanilla and plum with ones of chocolate and tobacco. ",4.7
131,60 Sessantanni Old Vines Primitivo di Manduria,"The 2009 vintage was delicious, soft and juicy in the mouth with rich flavours of dried prunes, fig and ripe strawberries and cherry. ",4.0
132,60 Sessantanni Old Vines Primitivo di Manduria,"4.4. This is a great primitivo, maybe the best I’ve ever had. Plum, cherry, chocolate, some spice, full bodied with soft tannins. Very well made. ",4.0
133,60 Sessantanni Old Vines Primitivo di Manduria,"Extra full bodied, vanilla chocolate ripe plum almost jammy character of black fruit. Low acidity. Very straight forward and delicious sipping wine.",4.0
134,60 Sessantanni Old Vines Primitivo di Manduria,It was little sweety as a special wine sweety tastes is not good. But complexity was great . To make exact data i should taste more primitivo,3.5
135,60 Sessantanni Old Vines Primitivo di Manduria,"Wow, excellent wine. Nice medium body, full of cherry plum and so. Long finish, a bit acidic, vanilla. Everything very well balanced. ",5.0
136,60 Sessantanni Old Vines Primitivo di Manduria,Holy mother of god. What a wine. Rich dark supple. Loads of dark fruit and oak intermingle with cherry preserves and mint. Such complexity. American zins I have had haven’t reached this level of flavor,5.0
137,60 Sessantanni Old Vines Primitivo di Manduria,"Reminded me of Porto wine.

Dry
Pronounced nose
Black cherry, prune, wood, raisin, violet, rose, primary fruit dominant, woody.

Sweetness: dry
Acidity: high
Tannin: medium
Alcohol: high

Body: heavy
Flavor intensity: high
Finish: medium plus
",5.0
138,60 Sessantanni Old Vines Primitivo di Manduria,"1-beyond imagination
1,5-down the drain
2-hardly drinkable
2,5-just wine
3-nice wine
3,5-veeery good wine
4-excellent!
4,5-almost perfect
5-beyond imagination",4.0
139,60 Sessantanni Old Vines Primitivo di Manduria,Its a big bottle...but not big enough for me. Super wine...sweet but just makes it so easy to keep drinking and drinking.  Rarely had such a full body that was this sweet...the Beyonce of any cellar.,5.0
140,60 Sessantanni Old Vines Primitivo di Manduria,"What an incredible wine! A deep red wine. Plum, ripe cherry, chocolate and Oak. The tannins are velvety, and managed a hint of tobacco on the nose. Such a long finish. Looking forward to having this again. An almost perfect example of the Primitive - one of Italy's finest.",5.0
141,60 Sessantanni Old Vines Primitivo di Manduria,"One of my favourite ones. Deep, interesting, great nose full of fruits, strong and sweet. For everything!",5.0
142,60 Sessantanni Old Vines Primitivo di Manduria,"Best Primitivo I've had....incredible balance, ripe black fruits, spices, medium tannins, well integrated alcohol",5.0
143,60 Sessantanni Old Vines Primitivo di Manduria,"Price on the high side for a primitivo you’d say, but this is the real stuff! From the best region (Manduria) and best vines (60 year old). This one works for everyone, all the time 👌🏻",4.0
144,60 Sessantanni Old Vines Primitivo di Manduria,"Good primitivo , even if I am not a fan . Big , bold wine with notes of cherry , plum , raisins , vanilla, cinnamon and green pepper . Medium acidity, soft tannins , fruity long  finish",4.0
145,60 Sessantanni Old Vines Primitivo di Manduria,"Primitivo all-in. Ripe, rich and complex. Great mouthfeel / texture. Needs to open and drink at the right temperature, especially not too cold. Very comforting!

",4.5
146,60 Sessantanni Old Vines Primitivo di Manduria,"Wow!! What a wine! Full body, great dark colour. Black pepper, dark fruits, chocolate, leather...this is just delicious... Great primitivo from old vines 93+/100",4.5
147,60 Sessantanni Old Vines Primitivo di Manduria,98/100...perfect primitivo. Cheers ,5.0
148,60 Sessantanni Old Vines Primitivo di Manduria,It's a best primitivo,5.0
149,60 Sessantanni Old Vines Primitivo di Manduria,vanilla chocolate plum tobacco blackberry jam leather ,5.0
150,62 Anniversario Primitivo di Manduria Riserva 2017,"Interesting complex bouquet, long lasting finish, full bodied, balanced acidity, notes of vanilla, chocolate, blackberry and plum. 👌🏽🍷",4.5
151,62 Anniversario Primitivo di Manduria Riserva 2017,"4.5⭐️, 👍👍
🌏 RO Wine 21 - 22 May 2022, Romania, Bucharest, Fratelli Club
✍️ again a grat wine frim SM, my favorite cantina in Italy.
",4.5
152,62 Anniversario Primitivo di Manduria Riserva 2017,"Flavors of fig, warm blackberry jam, plum, with a silky vanilla cocoa finish that leaves a hint of clove on the tongue.  Delicious!!!",4.5
153,62 Anniversario Primitivo di Manduria Riserva 2017,"Excellent Italian Primitivo. Moderate plus body and tannins. Very food friendly. A bit fruit forward, but not jammy like a California zin.",4.5
154,62 Anniversario Primitivo di Manduria Riserva 2017,"Intense and elegant, long-lasting wine. What a tasty drop!! Fine spice and chocolate notes. Full bodied and juicy. Perfect to pasta dishes and red meat. Perfect!! 🍷🍷",4.5
155,62 Anniversario Primitivo di Manduria Riserva 2017,"Love this red.  Dark, deep ruby red color, ripe cherry fruit aroma, jam, cherry, raspberry blackberry, spice and wonderful fruit finish. Very nice wine. ",4.5
156,62 Anniversario Primitivo di Manduria Riserva 2017,"Very enjoyable primitivo. My first, but really not since we’ve had Zinfandel several times. Cherry jam, muted oak, a great representation. Well balanced. ",4.5
157,62 Anniversario Primitivo di Manduria Riserva 2017,"Significant body to this, high alcohol but very very smooth. Black fruit flavours, paired it with a beef Christmas dinner and some dark chocolate pots for dessert.",4.5
158,62 Anniversario Primitivo di Manduria Riserva 2017,Wonderful wine. Fruit is pronounced and well balanced. It is dry and yet soft. Tones of dark cherry and blackberry give this a smooth taste on the palate.,4.5
